id,text,label
99679,"И чтобы не верить похвалам от тех кто говорит правду, надо самому быть честным.
А я верю!",1
99680,"Поздравляю Екатеринбург с новым мэром! Надеюсь он сделает для города больше полезного, чем предыдущий мэр, ошивавшийся по вечеринкам в американском посольстве и переделает «Ельцин-центр» в Дворец пионеров для подростков и досуговый центр для пенсионеров!",0
99681,"Также гидрохлорид алюминия, используемый для изготовления деталей и узлов. 

 В настоящее время в мире существует большое количество различных технологий обработки металлов с использованием полимеров (алюминий – это материал высокой твердости), но все они требуют определенных знаний о технологии их производства: от определения качества сырья до его транспортировки к месту назначения на специальных машинах или при помощи специализированных станков по изготовлению металлоконструкций из металла различной степени чистоты. Для получения качественного продукта необходимо иметь знания об основных этапах процесса переработки этого материала; знать свойства материалов определенного типа — например титановых сплавов, а также методы подготовки этих компонентов перед прессованием во",1
99682,"Основными документами, определяющими порядок и условия проведения экспертизы в области промышленной безопасности опасных производственных объектов (ОП) являются:
1. Полномочия руководителя предприятия по проведению независимой оценки условий труда; 1).2 Перечень основных документов о результатах аттестации рабочих мест с учетом требований к их оформлению); 3.) Порядок разработки предложений для включения сведений об условиях работы на предприятиях-застройщиках или объектах капитального строительства при осуществлении государственной регистрации прав собственности указанных организаций/должников за последние три месяца до введения нового порядка осуществления государственного кадастрового учета недвижимого",1
99683,"112 чилийских, а также других стран. 

 В рамках реализации мероприятий Программы развития малого и среднего предпринимательства Республики Коми до 2020 года будет создана система поддержки начинающих предпринимателей в сфере производства товаров (работ) для собственного потребления на территории республики с целью создания благоприятных условий их предпринимательской деятельности по основным направлениям государственной социальной политики - развитию внутреннего рынка; созданию новых рабочих мест из числа субъектов Российской Федерации путем предоставления им субсидий за счет средств федерального бюджета при условии выполнения ими всех обязательств перед субъектами бюджетного процесса посредством участия во внешнеэкономической торговле России или иностранных инвесторов-иностранцев либо осуществления иных мер экономического стимулирования экономики субъекта РФ через создание дополнительных производств продукции массового спроса населения без привлечения инвестиций иностранного капитала со стороны государства.[2]. Кроме того планируется создать новые рабочие места не менее 50 предприятий отрасли сельского хозяйства[3], что обеспечит увеличение численности занятых трудоспособным населением более чем вдвое: к 2017 году численность работающих составит около 5 тысяч человек [4].В целях обеспечения эффективного использования финансовых ресурсов органов местного самоуправления муниципальных образований области будут созданы условия работы индивидуальных предпринимателя – самозанятых граждан под управлением юридических лиц муниципального образования ""город Сыктывкар"" совместно представителями Администрации Главы города Владимира Пучкова, Управления Федеральной налоговой службы No1 г.; управления Министерства промышленности труда Кировской обл., Государственного учреждения культуры РК Центр художественного творчества детей имени Ислама Мухаметшина ; отдела архитектуры администрации городского округа Ухта Республика Мари Эл Муниципального унитарного предприятия &laquo;&nbsp&rave;, ООО СМУП МОУ СОШ №5 пгт Усть — Ковылкинский Самарской Губернии Чувашского АО ОАО Банк ВТБ 24 филиал ПАО Сбербанк Северо‐Западный Кредит Банка Китая банк CIB Bank Group Ltd.(SWIFT RUN): +7 495 988 0000 тел./факс(81722), 212–056 ekaterinburg@bankiya_sudrfufaevyu/mail : info @ banksiyanieva20140193575",1
99684,"Программа будет реализована по принципу &laquo;все включено&raqueip;&quot;. В этом году в ней примут участие более 100 тысяч человек.
http://wwwboards-expo24hotels/news?ID=5126 
   http: // www _vkontakte.ru / - сайт для любителей путешествий и активного отдыха на природе : экскурсии, активный отдых (велосипедные прогулки), рыбалка, охота ; форум о путешествиях! Форум создан специально с целью обмена опытом между ту",1
99685,"Реализация муниципальной программы осуществляется в соответствии с Федеральным законом от 24 июля 2006 года N 152-ФЗ ""О государственной поддержке детей, находящихся под опекой и попечительством"" (далее - Закон). Муниципальное образование город Саратов является муниципальным образованием городского типа Саратова. 
 В настоящее время на территории города действует 4 общеобразовательных учреждения: 5 муниципальных дошкольных образовательных учреждений; 2 детских сада общего вида No 6 г/о Саровский детский сад комбинированного развития СОШNo6 им Нины Александровны Кушнаревой ; 1 школа искусств",1
99686,"Российско-американские учения по противоракетной обороне на театре военных действий планируется провести в начале 2004 года на территории России, сообщает агентство ""Интерфакс"" со ссылкой на первого заместителя начальника Генштаба ВС РФ генерал-полковника Юрия Балуевского. ""Мы предлагаем американцам провести двусторонние учения по ПРО с привлечением государств НАТО в качестве наблюдателей"", - уточнил генерал корреспондентам агентства. Напомним, что ранее сообщалось о договоренности военных ведомств России и США провести совместные тихоокеанские учения в августе текущего года. Кроме того, по словам министра обороны России Сергея Иванова, в 2004 году, в рамках сотрудничества с Североатлантическим блоком Россия планирует еще ""восемь мероприятий чисто военного характера: тренировки, учения, апробирование нашего оперативного взаимодействия"".",0
99687,"Мемориал близ деревни Кызыл-Юрт, в которой погибли участники чеченской войны 1995 года. В ходе штурма здания были убиты более 100 человек - среди них есть и дети
Фото: ТАСС / Владимир Жабриков 
  &nbsp;   По данным Минобороны РФ на сегодняшний день под контролем боевиков остаются около 20 населенных пунктов республики Ингушетия численностью свыше 200 тысяч жителей (в том числе город Назрань) со всей инфраструктурой городского типа с населением до 1 миллиона 600 тыс., а также крупные промышленные центры Карабулак&ndash;&deg;. При этом боевики продолжают совершать вылазки к селам Веденского района Республики",1
99688,"На местные (муниципальные) органы власти, которые не могут обеспечить реализацию полномочий по предоставлению земельных участков для индивидуального жилищного строительства в соответствии с законодательством Российской Федерации. 

 Главная "" Новости и аналитика рынка недвижимости России за январь-февраль 2012 года |",1
99689,"В рамках данного мероприятия в соответствии с основными направлениями бюджетной политики Старошайговского муниципального района на очередной финансовый год и на плановый период, на основании одобренного Администрацией Старошайговского муниципального района прогноза социально-экономического развития Старошайговского муниципального района на очередной финансовый год и на плановый период предусматривается осуществление Финансовым управлением Администрации Старошайговского муниципального района разработки основных характеристик бюджета Старошайговского муниципального района, а также распределение расходов бюджета Старошайговского муниципального района на исполнение действующих и принимаемых расходных обязательств на очередной финансовый год и на плановый период в «программном» формате.",0
99690,Из Мотиного (июль 2017) но как  жи сие актуально,0
99691,На место происшествия выехали следователи и криминалисты следственного управления.,0
99692,"Пятница. Сегодня писал мало, дождь. Письмо от Гюнтера, фальшивое, благочестивое и сладкое. Больше нет, и «Весов» нет. Заброс какой-то. Гуляли тем не менее. Заходили к Венедиктовым за Достоевским, были милы возможно. Были на собрании, отстаивали Островского, сражались с Колобовым. Не писал.",0
99693,"В 2012-2013 году в Москве было построено и введено более 100 тысяч кв. м жилья, что является одним из лучших показателей по всей стране (в среднем за последние пять лет).
По мнению заместителя Мэра Москвы Сергея Собянина о необходимости строительства новых объектов для переселения граждан на территории города: “Это очень важно – переселять людей”. Мэр отметил важность развития территорий опережающего социально значимого жилищного фонда - районов с плотной застройкой; создание рабочих мест при строительстве нового или реконструкции старого жилого массива” [2]. В ходе обсуждения также обсуждалась",1
99694,"Значительная роль в этом принадлежит и так называемым ""воспитательным мерам"", проводимым руководством страны. В частности, на уровне руководства государства была создана специальная комиссия по изучению опыта воспитания детей-сирот за рубежом"".
Наиболее ярким примером такого подхода является принятый недавно закон о детях войны (№5184 от 30 сентября 2010 г.) который предусматривает введение специального налогового режима для тех семей из России кто имеет право жить с детьми без попечения родителей или не может их воспитывать самостоятельно: при наличии у ребенка только одного родителя ему будет предоставлено жилье вне очереди сроком до пяти лет; если оба супруга имеют статус инвалидов - то им",1
99695,"Лицам, которым по состоянию на 20.07.2012 года установлена пенсия за выслугу лет в соответствии с Положением «О пенсионном обеспечении за выслугу лет муниципальных служащих Нижнеломовского района и лиц, замещающих муниципальные должности Нижнеломовского района», утвержденным Решением Собрания представителей Нижнеломовского района Пензенской области №766 59/2 от 30.09.2011 года и не имеющим права на получение пенсии за выслугу лет в соответствии с Положением о пенсионном обеспечении за выслугу лет муниципальных служащих Нижнеломовского района Пензенской области, утвержденным Решением Собрания представителей Нижнеломовского района Пензенской области №103-7/3 от 20.07.2012 года, сохраняется установленный размер пенсии за выслугу лет.",0
99696,"Стратегии социально-экономического развития России"", утвержденной Постановлением Правительства РФ от 23 декабря 2012 г. No 476, и в соответствии с которым для целей настоящего Положения на основе анализа динамики основных показателей эффективности реализации Государственной программы Российской Федерации ""Экономическое развитие Республики Крым"" (далее - Программа) разработана стратегия финансово – хозяйственного управления регионами Украины по основным направлениям деятельности органов государственной власти субъекта: • определение приоритетов национальной инвестиционной политики; 
 · оценка степени готовности к осуществлению экономической модернизации экономики субъектов УФО путем разработки предложений о ее развитии или реконструкции посредством создания новых инвестиционных",1
99697,"Первая экзопланета с массой в 1/2 массы Солнца и периодом обращения вокруг него — 3 года. 
 В качестве объекта, способного к наблюдению за поверхностью Луны (а не только на поверхности Земли) была выбрана планета IAU-5019. Эта звезда впервые появилась во время Большого Взрыва 11 сентября 2001 г., когда космический зонд ""Кассини"" пролетел над Землёй примерно 4 часа 20 минут назад со скоростью около 10 км\сек [1].[8] Это открытие также стало причиной того что спутник был обнаружен астрономами США ещё до начала работы миссии по исследованию Марса.[10][11], однако впоследствии оно было пересмотрено из соображений безопасности для человечества; согласно данным НАСА это событие вызвало серьёзные сомнения относительно его достоверности как такового или же является результатом ошибочного прогноза о вероятной гибели спутника после падения астероида вследствие ошибки пилотирования космического корабля Аполлония II / Moon Dragon III, который потерпел крушение 17 апреля 1961г при посадке вблизи Венеры недалеко от экватора.] По словам представителей NASA этот вопрос пока остается открытым,[12} Хотя эта миссия могла быть выполнена без участия американских специалистов: они были вынуждены покинуть Землю через несколько дней перед самым началом посадки спускаемого аппарата Mars Reconnaissance Orbiter (""Маяк"").
В настоящее воскресенье астронавты провели первый сеанс наблюдений планеты Марс вместе друг против друга под углом 45 градусов 55 град.. Они наблюдали ее почти два месяца спустя благодаря помощи двух спутников SESRSCOMTORIO LINESSARDY PHIRISTANGER ALFAMATIONAL CAMPRANTIC DIGITTS EXPREMEDIATE FACKETURM BASIL OF TIMBLE GOLDS RATIDEN ASUS HUMmers and US Navy Naval Surfaces in the Upper Launch System of Operations Center for Defense Commandant General William Henry Wright as part a team to study",1
99698,"Сижу в избе в селении Укулан на правом берегу Алдана. На левом находится г. Томмот, наша конечная цель путешествия.  Я жду Михаила, чтобы начать чинить палатку. Я много смеялась своему новому амплуа: ведь правда же, это весело, сидеть в трусах и майке на реке и изо всей силы тереть кастрюли, которые черны как сажа, а кругом видны горы, и река спокойно течет мимо.    
Весь путь сюда был совершен самолетом, кроме 80 километров, которые мы проехали на машине. Из Ленинграда выехали в воскресенье в 8. Танёчек подарил мне маленький флакончик чудесных духов и был необыкновенно мил. Как я всё же ее люблю! Потом, уже в Агентстве, Зося принесла мне два пиона, которые доехали до Иркутска. Сейчас пришла домой, ходила за водой. Очень устала, так как это далеко, и я взяла два ведра. Да еще там колодец в виде журавля, и я никак не могла набрать воды. Измучилась прямо. По дороге вспомнила, как однажды я рубила траву поросятам, и потом у меня дрожали руки.    
Передают Вторую рапсодию Листа. Для меня это большое наслаждение. Я ведь не ожидала услышать здесь музыку. Ну так вот, я пролетела почти через весь Союз. Видела Байкал, а за ним горы, настоящие, со снегом на вершинах и склонах в виде пятен, наледи, шоссейную дорогу от Неверадо Томмота, прииска и речки, изборожденные машиной, откладывающей вынутый песок вроде ломтей хлеба, друг за дружкой. Останавливались на Свердловском, Красноярском, Иркутском, Читинском, Тарбагандинском, Алданском аэродромах. Здесь уже находимся три дня. Всё занимались разборкой сум, перетасовкой. Сегодня чинили палатки.",0
99699,"Кантонский диалект
Эдуард Николаевич Твардовский[править | править вики-текст] 
 ""Воспоминания"", в которых автор рассказывает о своей жизни и работе во фронтовом госпитале, где он был ранен.  Книга издана на русском языке (Москва: Издательство Академии русской литературы), а также переведена для французского издания с оригинала Миланского университета — Парижской школы перевода имени Жака Руссо (""Revue de la Languedoc"").""Конькобежный спорт"". [2], том 3.[3].Автор пишет об этом периоде войны так:""...в",1
99700,"Благодаря усилиям известного петербургского мецената и коллекционера графа Н. П. Румянцева и генерала Е. Ф. Канкрина в 1818 году были обнаружены и исследованы пять исторических двинских камней: Борисов камень в Полоцке, два Борисовых камня в Дисне, «Сулиборь хрьстъ» и «Святополк-Александр», причем последний в том же году был взорван в целях расчистки русла реки для облегчения судоходства.",0
99701,"В этот день во всех церквах страны совершалось отпевание жертвователей, которые были похоронены на кладбище при Свято-Троицком храме в селе Бузулук.  По окончании богослужения панихиду возглавил епископ Оренбургский и Бернский Максимилиан (Гаврилов). 

 На протяжении многих лет я занимаюсь созданием интернет проектов с нуля для людей из различных сфер деятельности – предпринимателей, маркетологов.Я создаю сайты различной направленности: бизнес порталы по различным отраслям знаний -маркетингу; вебсайты ; визитки фирм разных направлений бизнеса или отдельных его подразделений.; блоги : социальные сети как инструмент продвижения товаров",1
99702,"Говорил он скучно, как будто не о чем говорить. Но в то же время было понятно: это — человек очень серьезный и думающий…
— Ну что ж? Вы знаете его имя?.. Нет!..",1
99703,"Тем не менее, в этом вопросе все-таки существует некоторая доля истины.
В последнее время многие производители предлагают свои решения для создания и обслуживания системы видеонаблюдения на предприятии или офисе (например IP видеонаблюдение). Но при всей их надежности есть у них один минус — это необходимость установки дополнительного оборудования: видеорегистратора либо камеры наблюдения с подключением к Интернету через WiFi роутер; устройства записи видеоизображения как минимум со встроенным процессором AVRIOT HDD5200PLUS/2Gb + 2 видеокамеры CCTV208BH1 / 4КРМ350MFE",1
99704,"А паспорта эти -- нам!
-- А мы, братцы-товарищи из ""Кремля"", -  в бой за вас идем!.. 
... И вот он настал тот день... и час. Когда с нами вместе был наш командир Николай Иванович Иванов",1
99705,"Особое значение имело строительство на острове в районе поселка Сосновый Бор, где были построены и установлены первые жилые здания. После окончания строительства здесь был открыт детский сад ""Солнышко"". 
 На территории острова находится несколько исторических памятников: церковь Спаса Нерукотворного Образа Пресвятой Богородицы (1879 г., архитектор Исидоров), часовня Святой Екатерины с колокольней XIX века постройки XVII столетия; памятник природы – остров Критской цивилизации XVIII век со скульптурами местных жителей эпохи позднего средневековья (""Монастырь Святого Иоанна Предтечи"", 1855-е гг.), а также памятники архитектуры конца XX–начала XXI вв.: здание церкви Благове",1
99706,"Где же в таких условиях будет развиваться рукопашный бой Не пора ли с этим бороться Ставить все на свои места и делать так, как положено.",0
99707,"В декабре 2005 года создатель блокбастера ""Титаник"" американский режиссер Джеймс Кэмерон приступит к работе над новым фильмом, о котором пока известно лишь его условное название - ""Проект 880"". Об этом сообщает сегодня Hollywood Reporter со ссылкой на принадлежащую Кэмерону компанию Lightstorm Entertainment. Из этого же источника стало известно, что картина будет сниматься для новых кинотеатров, работающих со стерео-форматом 3-D, и что режиссер намерен использовать самые современные технологии. Впервые после триумфа ""Титаника"" в 1998 году 50-летний Кэмерон намерен вернуться к режиссерской работе над художественным фильмом для студии 20th Century Fox. В последние годы он участвовал в создании документальных картин для формата 3-D Imax, теле- и кинопроектов (""Dark Angel"", ""Solaris""), где выступал в качестве продюсера. До сих пор в прессе появлялись сообщения о работе режиссера над планом картины ""Battle Angel"". В ее основе - футуристический комикс японского художника Юкито Киширо о девушке-киборге. Hollywood Reporter упоминает, что сценарий ""Battle Angel"" оказался неожиданно сложен для адаптации, и именно поэтому Кэмерон намерен обратиться к ""Проекту 880"". Представители Lightstorm Entertainment подчеркнули, что на какой бы фильм не пал окончательный выбор режиссера, Кэмерон будет использовать специальные камеры высокого разрешения и технологию ""performance capture"". Зрители могли познакомиться с плодами  этих новейших достижений в недавно прошедшем по экранам мультфильме Роберта Земекиса ""Полярный экспресс"". Выход новой картины Джеймса Кэмерона запланирован на 2007 год.",0
99708,"и что-то уже в жизни было, разное: в ней такая сила, которая не нужна женщине, когда она с кем-то.",0
99709,"Капитан сборной Канады Сидни Столл, выступая за «Селтик», рассказал о том, что команда из Сент-Джона не готова к матчу с командой США. Он отметил также то обстоятельство.что у команды нет возможности принять участие в чемпионате мира по хоккею и надеется только на победу над Россией со счетом 1:1 (0 - 3). Ознакомиться С другими новостями можно было ознакомиться at IceNewsfootball
В Канаде завершился Кубок конфедераций среди юниоров до 17 лет В канадском городе Монреаль состоялось первенство страны для девушек от 14–18 годов рождения ""Captain's Cup"" – командного соревнования между командами юношей 1998 года выпуска младше 21 года включительно (""Swiss Junior Team""). Соревнования проходили под девизом CUNDENSTYLE LAGER STARCHORATIONAL OF BARKET FOR A THIS MODIFICAL WITWELLABINES! На турнире присутствовали все сильнейшие клубы НХЛ : победители чемпионатов Европы 2000 г., 2002—2003 гг.. Подробнее » •  Серия сообщений ""...Спорт"":   Оригинал записи andrss2lj_net  Посмотреть обсуждение этой темы Заголовок сообщенияТренерская деятельность тренера сборных России Евгения Шмакова."" Тренеры клубов КХЛ"". Часть 4Часть 5Читать запись полностью | Интересное     
 Футбол — игра очень интересная... Но она всегда требует много внимания.... И вот тут начинается самое сложное!!! А ведь футбол это действительно одна большая любовь......И если бы ты знал насколько сложно быть тренером.....Но как же тяжело найти такого человека который смог стать таким мастером своего дела!!!!!! Это невозможно просто так!!! Ведь он может дать тебе столько сил!!!!!!!!........…а потом уже будет поздно...но зато когда нибудь они будут вместе....и тогда станет намного лучше!)))))))))         Copyright @sportsymbolinfo http://topcorp@ruxprojectes/126238#moreuthenized #спортвсехсобойжизньhttpdria007013104459140952624253028353736134619062738403469474448685556497677787560579989885086156670795917073929160598203322978058908511430006321a0465e0853ff72fe02af32eb74ae9642de03ef52ca54ab9531ba73ee92cc84ec71da94be93ac82ed51ad62hvnmuo81kgiyqz87ek41ok61ak64alahinya67ikkyoviche",1
99710,"Достижение цели и ее достижение, в отличие от достижения любой другой задачи на пути к успеху — две стороны медали успеха. Достигая своей Цели или достигаемый результат должен быть не просто достигнут (это уже дело техники), но еще каким-то образом замещен новым результатом: «В этом мире я буду жить так же хорошо», — сказал мне однажды мой друг из Германии о достижении им своих целей; это был человек с большим жизненным опытом…
А что делать тем людям? Как сделать их более успешными во всех сферах жизни! Что",1
99711,"Ряд заседаний Московского общества психологов был посвящен ознакомлению с методами психологического исследования, с работами по экспериментально-психологической диагностике психических заболеваний.",0
99712,"На территории Елабужского района, на реке Сура.
 &nbsp; В селе Усть-Сур в начале XX века был организован колхоз имени Ленина (в настоящее время - совхоз ""Усть""); с 1928 года он входил состав колхоза им Мичурина"". 
  По переписи 1926 г.- 1 га земли пашни и 580 десятин леса: 670 делянок хлеба, 720 сажени сена. Запасы были невелики по тем временам – около 10 тысяч пудов пшеницы [5]. Всего за",1
99713,"То есть что значит -- не расставались Она приходила чуть свет, ежедневно, кроме субботы-воскресенья -- пустые дни!",0
99714,"осуществляет приобретение одноквартирных жилых домов, жилых помещений в многоквартирных домах, строительство которых не завершено, включая многоквартирные дома, строящиеся (создаваемые) с привлечением денежных средств граждан и (или) юридических лиц, в многоквартирных домах или в жилых домах, указанных в пункте 2 части 2 статьи 49 Градостроительного кодекса Российской Федерации, либо строительство указанных домов (помещений) в сроки, согласованные с Министерством (за исключением случаев, когда имеются муниципальные контракты на приобретение жилья);",0
99715,"Лидер кубинской революции» и «Кровавое воскресенье». С тех пор, как он был избран на пост президента страны в марте 2012 года (в то время ему было уже 58 лет), Фидель Кастро не раз заявлял о своих симпатиях к США.
С момента начала революций за пределами Кубы лидер оппозиции неоднократно выступал с критикой американского империализма во всех сферах жизни общества: от экономики до внутренней политики[1]. Однако после убийства оппозиционного политика Рауля Валенте его позиция резко изменилась — теперь она была направлена против правительства Соединенных Штатов Америки; по словам лидера социалистов-революционеров Хуана Мануэля Санчеса де Оливейра Альвареса Мадеро («Меньший диктатор»), который является одним из ближайших соратников Рамоса Карденана (""Большой тиран""), ""Фиделити стал более жестким"". По мнению некоторых наблюдателей именно это стало причиной резкого падения рейтинга действующего руководителя государства у многих левых сил внутри партии власти""[2][3] 
  В декабре 2013 г., спустя год со дня избрания новым президентом Венесуэлы Николауса Мария Гуайдо [4], оппозиция выступила единым фронтом вокруг этого события - были опубликованы статьи под заголовком “Кубинские левые выступают единой линией” или даже ”Мы все едины”. При этом сторонники движения утверждали что лидеры венесуэльской левой коалиции выступили единодушны лишь потому – лишились поддержки населения Латинской Америке благодаря вмешательству России… На следующий день СМИ сообщили об отставке министра иностранных дел Каракасу Хосе Мартинеза Эскудеро... http://topwar2012ru/6467_politika--vozbuzhdenie__rossiyskimyymu#more8375   И вот сегодня утром я узнал подробности этой истории! Оказывается эта новость пришла мне через Twitter @navalny. Вот так новости рождаются сами собой :) #новостиРоссии pic..twitter                    Оригинал записи andrewsandrushenko     Серия сообщений 'Новости' : Часть 1",1
99716,"Мастер спорта, бронзовый призер чемпионата мира. В составе национальной сборной Латвии участник трех чемпионатов Европы (1976—1980), четырех Олимпийских игр в Атланте-1996 и 20 летних Азиатских играх 1988 года; чемпионка Азии 1996 году среди юниоров до 23 лет — 1 место на чемпионате Восточной Германии по футболу с командой СССР из ГДР/ГДР).
Награждена: серебряной медалью «За доблесть» за победу над Германией во 2 Мировой войне 1939 г.; орденом Отечественной войны II степени -за освобождение Белоруссии от немецкофашистской оккупации 1941г., медалями ""50лет Победы"" 1945года для награждения участников боевых действий ВОВ ; почетной грамотой Президиума Верховного Совета Латвийской ССР им.-Памфилова А.. Заслуженного тренера Республики Беларусь награждены : Почетная грамота Министерства физкультуры РБ,медаль имени Гедиминаса Брунтайтиниса. Медалью ордена Ленина отмечены тренеры Лиепиньш Янис Маурерсонс (""Спортинг""), Артурас Пурталевичюс («Локомотив»)",1
